date,cpi_index,eur_chf,usd_chf,unemployment_total,gdp,is_quarter_end,log_cpi,log_eur,log_usd,log_unemp,log_gdp,log_cpi_std,log_eur_std,log_usd_std,log_unemp_std,log_gdp_std
2008-07-31,101.8912,1.6186,1.0261,3.946988,154270.231485675,FALSE,4.62390557732385,0.481561578079465,0.0257652078860264,1.37295275639233,11.9464610935278,0.419241333720638,1.47337954758619,-0.0417614320465123,-1.30376775057158,-0.377733955323646
2008-08-31,101.6259,1.6204,1.0839,3.946988,,FALSE,4.62129842391732,0.482673032346399,0.0805656478395673,1.37295275639233,,0.335393778051222,1.47956679009346,0.30896562783319,-1.30376775057158,
2008-09-30,101.7283,1.5945,1.1097,3.946988,,TRUE,4.62230553376462,0.466560207467975,0.104089708524381,1.37295275639233,,0.367783010988368,1.38986993259251,0.459521438104259,-1.30376775057158,
2008-10-31,102.2689,1.5202,1.1421,3.946988,149539.743175754,FALSE,4.6276056189177,0.418841905149803,0.132868673074424,1.37295275639233,11.915317477124,0.538236803163608,1.12423173472738,0.64370904009388,-1.30376775057158,-0.619461249197703
2008-11-30,101.5877,1.5152,1.1894,3.946988,,FALSE,4.62092246482354,0.415547443449677,0.173448978290356,1.37295275639233,,0.323302716985828,1.1058921286131,0.90342613633382,-1.30376775057158,
2008-12-31,101.0807,1.5397,1.1463,3.946988,,TRUE,4.61591920770377,0.431587592253736,0.136539364138827,1.37295275639233,,0.162395085379684,1.1951844130156,0.667201747193241,-1.30376775057158,
2009-01-31,100.2277,1.494,1.1287,3.946988,146909.05201575,FALSE,4.60744459755209,0.401457086710626,0.121066527979444,1.37295275639233,11.8975689805205,-0.110153259758089,1.02745394473804,0.568174397435071,-1.30376775057158,-0.757219690564122
2009-02-28,100.4641,1.4905,1.1651,3.946988,,FALSE,4.60980044975269,0.399111634135989,0.152806920243758,1.37295275639233,,-0.0343876956590178,1.01439728167928,0.771315366152281,-1.30376775057158,
2009-03-31,100.1385,1.5068,1.1553,3.946988,,TRUE,4.60655422776025,0.409988196835749,0.144360050506836,1.37295275639233,,-0.13878806525157,1.07494492009413,0.717254745643955,-1.30376775057158,
2009-04-30,101.0213,1.5151,1.1482,3.946988,147728.35930737,FALSE,4.61533138569597,0.415481443383653,0.138195498751399,1.37295275639233,11.903130456232,0.143490390934218,1.10552471951123,0.677801136977794,-1.30376775057158,-0.714053204814586
2009-05-31,101.1824,1.5118,1.1086,3.946988,,FALSE,4.61692482868526,0.413300993875939,0.103097958003567,1.37295275639233,,0.194736435534476,1.09338659536123,0.453174157962092,-1.30376775057158,
2009-06-30,101.364,1.5145,1.081,3.946988,,TRUE,4.61871799853336,0.415085351485155,0.0778865386570712,1.37295275639233,,0.252405810986972,1.10331975552478,0.291819121573931,-1.30376775057158,
2009-07-31,100.6913,1.5202,1.0796,3.946988,149750.631331555,FALSE,4.61205940075887,0.418841905149803,0.0765906021617125,1.37295275639233,11.9167267318724,0.0382614701978305,1.12423173472738,0.283525027636121,-1.30376775057158,-0.608523041756478
2009-08-31,100.8027,1.524,1.0689,3.946988,,FALSE,4.61316514099282,0.421338457264455,0.066630082297763,1.37295275639233,,0.0738227131958032,1.13812953855515,0.219776929085853,-1.30376775057158,
2009-09-30,100.7899,1.5148,1.0406,3.946988,,TRUE,4.61303815220437,0.415283417045503,0.0397974698740661,1.37295275639233,,0.0697386805944895,1.10442234668905,0.0480461314456647,-1.30376775057158,
2009-10-31,101.4163,1.514,1.0216,3.946988,150596.300969611,FALSE,4.61923382774517,0.414755155015257,0.0213700257361925,1.37295275639233,11.9223580320915,0.268995175634538,1.1014816181447,-0.0698909382029202,-1.30376775057158,-0.564814599380359
2009-11-30,101.612,1.5104,1.0123,3.946988,,FALSE,4.62116163840614,0.412374516409099,0.0122249696225689,1.37295275639233,,0.330994677202402,1.08822908152067,-0.128420005595177,-1.30376775057158,
2009-12-31,101.3665,1.5025,1.0283,3.946988,,TRUE,4.61874266181787,0.407130387427226,0.0279069532530079,1.37295275639233,,0.253198996426568,1.05903606952228,-0.0280540958242263,-1.30376775057158,
2010-01-31,101.2538,1.4767,1.0337,4.322899,152101.242823462,FALSE,4.61763023614658,0.389809868497591,0.0331445985923021,1.46392624200752,11.9323016493084,0.217422745912153,0.962616221978695,0.00546723999170255,-0.0135181263880144,-0.487635261887851
2010-02-28,101.4012,1.4673,1.0715,4.322899,,FALSE,4.61908492540658,0.383423977231284,0.0690595359314946,1.46392624200752,,0.264206390635345,0.927067248831374,0.23532562049773,-0.0135181263880144,
2010-03-31,101.5402,1.4484,1.0668,4.322899,,TRUE,4.62045477918444,0.370459498909349,0.0646635133257221,1.46392624200752,,0.308261677374402,0.854896603808471,0.207190735358224,-0.0135181263880144,
2010-04-30,102.408,1.4339,1.0684,4.322899,153186.976853218,FALSE,4.62896483455381,0.360398004738856,0.0661622022536688,1.46392624200752,11.9394145251898,0.581949961135069,0.798886288071351,0.21678246056734,-0.0135181263880144,-0.432427279097245
2010-05-31,102.3022,1.4199,1.1284,4.322899,,FALSE,4.62793117810269,0.350586446598175,0.120800700145704,1.46392624200752,,0.548706974124259,0.744267315976297,0.566473078711341,-0.0135181263880144,
2010-06-30,101.8569,1.3774,1.1282,4.322899,,TRUE,4.62356888706442,0.320197664128461,0.120623442323739,1.46392624200752,,0.40841318099267,0.575099071960706,0.565338614922522,-0.0135181263880144,
2010-07-31,101.1126,1.3471,1.0549,4.322899,153872.222670891,FALSE,4.61623474734099,0.297954133722385,0.053445975705626,1.46392624200752,11.9438778140689,0.172543021911184,0.451273809028459,0.135397625815277,-0.0135181263880144,-0.397784586079813
2010-08-31,101.0986,1.3428,1.0398,4.322899,,FALSE,4.61609627825498,0.294756986123743,0.0390283869674784,1.46392624200752,,0.168089776325959,0.433475930957496,0.0431239412796751,-0.0135181263880144,
2010-09-30,101.0752,1.3085,1.0023,4.322899,,TRUE,4.61586479425354,0.268881442988064,0.00229735904868346,1.46392624200752,,0.160645117470006,0.289431983175941,-0.191957482140281,-0.0135181263880144,
2010-10-31,101.613,1.3461,0.9685,4.322899,155121.607067633,FALSE,4.62117147971503,0.29721152266791,-0.0320067961350865,1.46392624200752,11.9519646500204,0.331311179366519,0.447139842549306,-0.411506732099967,-0.0135181263880144,-0.335017020964351
2010-11-30,101.857,1.3445,0.9831,4.322899,,FALSE,4.62356986883346,0.296022196726782,-0.0170444346092585,1.46392624200752,,0.408444755250624,0.440519104083613,-0.315746459531722,-0.0135181263880144,
2010-12-31,101.8931,1.2806,0.9683,4.322899,,TRUE,4.62392422449147,0.247328718102565,-0.0322133223646516,1.46392624200752,,0.419841037374857,0.16945229572829,-0.412828515964199,-0.0135181263880144,
2011-01-31,101.5358,1.2779,0.9569,4.322899,155886.203965137,FALSE,4.62041144565412,0.245218105632521,-0.0440563861969199,1.46392624200752,11.956881558283,0.306868046072929,0.157702940330106,-0.488625041710718,-0.0135181263880144,-0.296853472031847
2011-02-28,101.9185,1.2966,0.9499,4.322899,,FALSE,4.62417347429012,0.259745453758758,-0.0513985630860003,1.46392624200752,,0.427857054505169,0.238573767424546,-0.535615542436752,-0.0135181263880144,
2011-03-31,102.5599,1.2879,0.9197,4.322899,,TRUE,4.63044701813288,0.253012984916488,-0.0837077490734852,1.46392624200752,,0.629617839000486,0.201095466572195,-0.74239683503411,-0.0135181263880144,
2011-04-30,102.6731,1.2978,0.8987,4.322899,156811.299395971,FALSE,4.63155015467993,0.260670523204931,-0.106806004317809,1.46392624200752,11.9627984467764,0.665095345927184,0.243723443097057,-0.890227457508324,-0.0135181263880144,-0.250928380189502
2011-05-31,102.6798,1.254,0.8735,4.322899,,FALSE,4.63161540820206,0.226338442210729,-0.135247149408026,1.46392624200752,,0.667193936794823,0.0526036487789256,-1.07225298879166,-0.0135181263880144,
2011-06-30,102.4316,1.2093,0.8403,4.322899,,TRUE,4.62919525875015,0.190041679809093,-0.173996308047964,1.46392624200752,,0.589360536048665,-0.149453132043254,-1.32025060512685,-0.0135181263880144,
2011-07-31,101.5899,1.1778,0.8244,4.322899,156323.968023051,FALSE,4.62094412075412,0.163648291528333,-0.193099429965833,1.46392624200752,11.9596858509299,0.323999184190247,-0.296379819663186,-1.4425120648972,-0.0135181263880144,-0.275087404020418
2011-08-31,101.2929,1.1205,0.7812,4.322899,,FALSE,4.61801631995329,0.113775014258845,-0.246924079979613,1.46392624200752,,0.229839423578553,-0.574014329943105,-1.78699399358959,-0.0135181263880144,
2011-09-30,101.5661,1.201,0.8723,4.322899,,TRUE,4.6207098180497,0.183154543097847,-0.136621877542964,1.46392624200752,,0.316463874222445,-0.187792437834724,-1.08105135532502,-0.0135181263880144,
2011-10-31,101.4987,1.2298,0.8975,4.322899,156398.176808092,FALSE,4.62004599051805,0.206851554537232,-0.108142158619703,1.46392624200752,11.9601604497881,0.295114798339155,-0.0558759381324585,-0.898778948522742,-0.0135181263880144,-0.27140371179346
2011-11-30,101.3215,1.2315,0.9082,4.322899,,FALSE,4.61829862960344,0.208232938578456,-0.0962906603182863,1.46392624200752,,0.238918664580616,-0.0481860508262525,-0.822928441520441,-0.0135181263880144,
2011-12-31,101.1649,1.2276,0.9316,4.322899,,TRUE,4.61675185874651,0.205061043763444,-0.0708517409719511,1.46392624200752,,0.189173622647383,-0.0658433517264259,-0.66011738751392,-0.0135181263880144,
2012-01-31,100.7342,1.2111,0.9378,4.322899,157196.363949988,FALSE,4.61248536470731,0.191529037544868,-0.0642185723266512,1.46392624200752,11.9652510286206,0.0519607161995682,-0.141173310479661,-0.617664594459255,-0.0135181263880144,-0.231892184632649
2012-02-29,101.018,1.2072,0.9119,4.322899,,FALSE,4.61529871878413,0.188303628471502,-0.0922249440425172,1.46392624200752,,0.142439804228451,-0.159128514499994,-0.796907542474476,-0.0135181263880144,
2012-03-31,101.5812,1.2063,0.9133,4.322899,,TRUE,4.62085847865241,0.187557823589201,-0.0906908652845038,1.46392624200752,,0.321244884856454,-0.163280260376713,-0.787089319612066,-0.0135181263880144,
2012-04-30,101.6571,1.2022,0.9136,4.322899,157673.230000954,FALSE,4.62160538515112,0.184153211622925,-0.0903624400803913,1.46392624200752,11.9682800058526,0.345265828186344,-0.182233050882994,-0.784987372869916,-0.0135181263880144,-0.20838218309666
2012-05-31,101.639,1.2012,0.9377,4.322899,,FALSE,4.62142731975736,0.183321057127038,-0.0643252105565576,1.46392624200752,,0.339539142530491,-0.186865487702701,-0.618347087389559,-0.0135181263880144,
2012-06-30,101.3523,1.201,0.9584,4.322899,,TRUE,4.61860256627643,0.183154543097847,-0.0424900516209521,1.46392624200752,,0.248693443097547,-0.187792437834724,-0.478600379115256,-0.0135181263880144,
2012-07-31,100.8645,1.201,0.9766,4.322899,159035.113781434,FALSE,4.61377803195312,0.183154543097847,-0.0236781273545771,1.46392624200752,11.9768802982132,0.0935336395971455,-0.187792437834724,-0.358202606867097,-0.0135181263880144,-0.14162932524298
2012-08-31,100.834,1.2011,0.9685,4.322899,,FALSE,4.61347560035118,0.183237803578308,-0.0320067961350865,1.46392624200752,,0.0838072650321325,-0.187328943474938,-0.411506732099967,-0.0135181263880144,
2012-09-30,101.1483,1.2089,0.9405,4.322899,,TRUE,4.61658775674983,0.189710855225809,-0.061343630241052,1.46392624200752,,0.183896007886554,-0.151294766004307,-0.599264742453295,-0.0135181263880144,
2012-10-31,101.2732,1.2098,0.9328,4.322899,158890.224982786,FALSE,4.61782181554152,0.190455056690677,-0.0695644633859092,1.46392624200752,11.9759688338471,0.223584049632135,-0.147151946030162,-0.651878711266352,-0.0135181263880144,-0.148703834889469
2012-11-30,100.9411,1.2052,0.9392,4.322899,,FALSE,4.61453717841565,0.186645528274009,-0.062726829908305,1.46392624200752,,0.117948227215312,-0.168358825029589,-0.608117327449575,-0.0135181263880144,
2012-12-31,100.7254,1.2091,0.9216,4.322899,,TRUE,4.61239800227826,0.189876281198064,-0.0816439890405103,1.46392624200752,,0.0491510901473765,-0.150373872866557,-0.729188610989264,-0.0135181263880144,
2013-01-31,100.4625,1.228,0.9241,4.322899,159483.528620947,FALSE,4.60978452353884,0.205386829724951,-0.0789349880881423,1.46392624200752,11.9796959270403,-0.0348998918724018,-0.0640297667600676,-0.71185079508777,-0.0135181263880144,-0.119775269243122
2013-02-28,100.7593,1.2298,0.9202,4.322899,,FALSE,4.61273450425901,0.206851554537232,-0.0831642412607688,1.46392624200752,,0.0599731877242702,-0.0558759381324585,-0.738918342939206,-0.0135181263880144,
