rn,log_cpi,log_eur,log_gdp
Lag1,1.04924263310559,0.00341367679354131,0.00698676745260012
Lag1,0.0431445255842229,1.02866811659237,0.0109153023721229
Lag1,0.000925748974796365,0.00861352767656905,0.978509450483196
Lag2,-0.0956010124939692,-0.00702575110150474,0.0296974650097194
Lag2,-0.00780531639861231,-0.0551182241892116,-0.0424269278208461
Lag2,0.0705473684244214,-0.0353674142628147,-0.0413310289299049
Intercept,0.0131847374240722,-0.0102020627917193,0.0114664585038278
